datetime,symbol,open,high,low,close,volume
2023-11-17 07:00:00,CME:BTC1!,36295.0,37045.0,35945.0,36565.0,10400.0
2023-11-20 07:00:00,CME:BTC1!,37075.0,37865.0,36745.0,37615.0,15555.0
2023-11-21 07:00:00,CME:BTC1!,37525.0,37745.0,36225.0,36920.0,17841.0
2023-11-22 07:00:00,CME:BTC1!,37020.0,38635.0,36185.0,38330.0,8767.0
2023-11-23 07:00:00,CME:BTC1!,38245.0,39360.0,37600.0,38575.0,10216.0
2023-11-27 07:00:00,CME:BTC1!,38365.0,38365.0,37100.0,37210.0,8695.0
2023-11-28 07:00:00,CME:BTC1!,37555.0,39250.0,37300.0,38885.0,12491.0
2023-11-29 07:00:00,CME:BTC1!,38585.0,39105.0,38005.0,38065.0,9088.0
2023-11-30 07:00:00,CME:BTC1!,38205.0,38650.0,37870.0,38190.0,6891.0
2023-12-01 07:00:00,CME:BTC1!,38150.0,39640.0,38045.0,39225.0,11744.0
2023-12-04 07:00:00,CME:BTC1!,40480.0,42715.0,40325.0,42280.0,13276.0
2023-12-05 07:00:00,CME:BTC1!,42395.0,44725.0,41810.0,44290.0,10616.0
2023-12-06 07:00:00,CME:BTC1!,44770.0,44775.0,43815.0,44215.0,9164.0
2023-12-07 07:00:00,CME:BTC1!,44220.0,44555.0,43355.0,43700.0,7768.0
2023-12-08 07:00:00,CME:BTC1!,43595.0,45260.0,43515.0,44910.0,7011.0
2023-12-11 07:00:00,CME:BTC1!,44320.0,44320.0,40450.0,41035.0,14410.0
2023-12-12 07:00:00,CME:BTC1!,41530.0,42295.0,40895.0,41455.0,6933.0
2023-12-13 07:00:00,CME:BTC1!,41445.0,43505.0,40800.0,43210.0,7734.0
2023-12-14 07:00:00,CME:BTC1!,43350.0,43710.0,41935.0,43140.0,8287.0
2023-12-15 07:00:00,CME:BTC1!,43285.0,43455.0,41855.0,42440.0,6434.0
2023-12-18 07:00:00,CME:BTC1!,41950.0,42995.0,40705.0,42105.0,6931.0
2023-12-19 07:00:00,CME:BTC1!,42770.0,43670.0,41905.0,42360.0,9272.0
